AccidentSeverity,Region,LightCondition,WeatherCondition,AccidentMonth,AccidentDay,Accidents
Serious,North East,Darkness - no lighting,Fine,December,Saturday,2
Slight,North East,Daylight,Other,December,Tuesday,1
Slight,North East,Darkness - lights lit,Raining,December,Tuesday,1
Slight,North East,Darkness - lighting unknown,Raining,December,Thursday,1
Slight,North East,Darkness - lights lit,Unknown,December,Wednesday,1
Slight,North East,Darkness - lights unlit,Fine,December,Wednesday,1
Slight,North East,Daylight,Fine,December,Wednesday,14
Slight,North East,Darkness - lights lit,Fine + high winds,December,Saturday,1
Serious,North East,Daylight,Fine,December,Thursday,4
Slight,North East,Darkness - lights lit,Other,December,Saturday,1
Slight,North East,Darkness - lights lit,Snowing,December,Thursday,1
Serious,North East,Darkness - lights lit,Fine,December,Wednesday,4
Serious,North East,Daylight,Fine,December,Friday,7
Slight,North East,Darkness - no lighting,Fine,December,Saturday,1
Slight,North East,Darkness - no lighting,Raining,December,Tuesday,1
Slight,North East,Darkness - lights lit,Other,December,Friday,3
Slight,North East,Daylight,Other,December,Sunday,2
Slight,North East,Darkness - lights lit,Unknown,December,Friday,1
Slight,North East,Darkness - lights lit,Fog or mist,December,Monday,1
Slight,North East,Daylight,Fog or mist,December,Saturday,1
Slight,North East,Darkness - lights lit,Other,December,Sunday,3
Slight,North East,Daylight,Unknown,December,Sunday,1
Serious,North East,Daylight,Fine,December,Tuesday,4
Slight,North East,Daylight,Other,December,Wednesday,2
Slight,North East,Daylight,Unknown,December,Tuesday,1
Serious,North East,Darkness - lights lit,Fine,December,Monday,2
Slight,North East,Daylight,Unknown,December,Thursday,2
Slight,North East,Darkness - lights lit,Raining,December,Thursday,3
Serious,North East,Daylight,Fine,December,Wednesday,4
Slight,North East,Darkness - lights lit,Raining,December,Friday,4
Slight,North East,Darkness - lights lit,Unknown,December,Sunday,1
Slight,North East,Darkness - lights lit,Fog or mist,November,Tuesday,1
Serious,North East,Daylight,Fine,December,Monday,4
Slight,North East,Darkness - no lighting,Fine,December,Monday,1
Slight,North East,Darkness - no lighting,Fine,December,Tuesday,1
Serious,North East,Darkness - no lighting,Fine,December,Tuesday,1
Slight,North East,Daylight,Other,December,Monday,1
Slight,North East,Darkness - lights unlit,Raining heavily,December,Tuesday,1
Slight,North East,Darkness - lights lit,Raining,December,Wednesday,1
Serious,North East,Darkness - lighting unknown,Raining,December,Thursday,1
Serious,North East,Darkness - lights lit,Fine,December,Thursday,2
Serious,North East,Darkness - lights lit,Raining,November,Friday,1
Slight,North East,Darkness - no lighting,Other,December,Wednesday,1
Serious,North East,Darkness - lights unlit,Raining,December,Friday,1
Serious,North East,Darkness - lights lit,Raining,December,Friday,2
Slight,North East,Darkness - lighting unknown,Fine,December,Thursday,1
Slight,North East,Daylight,Raining,December,Friday,4
Serious,North East,Darkness - no lighting,Fine,December,Friday,2
Slight,North East,Darkness - lights unlit,Fine,December,Friday,1
Slight,North East,Darkness - no lighting,Fine,December,Wednesday,1
Slight,North East,Darkness - no lighting,Fine,December,Thursday,2
Slight,North East,Darkness - lights lit,Fine + high winds,December,Friday,1
Serious,North East,Daylight,Raining,December,Saturday,1
Slight,North East,Daylight,Raining,December,Thursday,1
Slight,North East,Daylight,Raining,December,Wednesday,1
Serious,North East,Darkness - lights lit,Raining,December,Saturday,2
Serious,North East,Darkness - lights lit,Raining heavily,December,Tuesday,1
Slight,North East,Darkness - lighting unknown,Raining heavily,February,Tuesday,1
Slight,North East,Daylight,Unknown,October,Thursday,1
Slight,North East,Darkness - lights lit,Raining,January,Thursday,1
Serious,North East,Darkness - lights lit,Raining,January,Tuesday,1
Fatal,North East,Darkness - no lighting,Fine,January,Monday,1
Serious,North East,Darkness - lights lit,Fine,January,Monday,3
Serious,North East,Darkness - lights lit,Fine,January,Thursday,5
Slight,North East,Darkness - lights lit,Other,January,Friday,1
Serious,North East,Daylight,Raining,January,Tuesday,1
Serious,North East,Darkness - no lighting,Fine,January,Friday,1
Fatal,North East,Daylight,Fine,January,Sunday,1
Slight,North East,Darkness - no lighting,Fine,January,Wednesday,1
Slight,North East,Darkness - lighting unknown,Fine,January,Wednesday,1
Slight,North East,Daylight,Fine + high winds,January,Saturday,1
Serious,North East,Darkness - no lighting,Fine,January,Thursday,2
Serious,North East,Darkness - lights unlit,Fine,January,Saturday,1
Serious,North East,Darkness - lights lit,Fine + high winds,February,Tuesday,1
Slight,North East,Darkness - lights lit,Raining,January,Sunday,1
Serious,North East,Darkness - lights lit,Fine,January,Wednesday,3
Slight,North East,Darkness - lights lit,Fine,February,Sunday,2
Serious,North East,Darkness - lights lit,Raining,February,Saturday,1
Serious,North East,Daylight,Fine,February,Monday,3
Slight,North East,Darkness - lights lit,Raining,February,Saturday,1
Serious,North East,Darkness - lights lit,Fine,February,Wednesday,1
Serious,North East,Darkness - lights lit,Fine,February,Saturday,2
Serious,North East,Darkness - no lighting,Other,February,Friday,1
Slight,North East,Darkness - lights unlit,Fine,February,Saturday,1
Serious,North East,Darkness - no lighting,Fine,February,Saturday,1
Slight,North East,Darkness - lights unlit,Fine,February,Friday,1
Slight,North East,Daylight,Raining,March,Friday,1
Serious,North East,Daylight,Raining,March,Friday,4
Serious,North East,Darkness - no lighting,Fine,March,Tuesday,1
Fatal,North East,Daylight,Fine,March,Friday,1
Serious,North East,Daylight,Raining,March,Wednesday,1
Slight,North East,Daylight,Raining heavily,February,Wednesday,1
Slight,North East,Darkness - lights lit,Raining,March,Friday,1
Slight,North East,Darkness - lights lit,Fine,March,Monday,1
Slight,North East,Daylight,Snowing,March,Wednesday,1
Serious,North East,Darkness - no lighting,Fine,March,Monday,1
Slight,North East,Darkness - no lighting,Fine,March,Sunday,1
Slight,North East,Darkness - lights lit,Fine,April,Thursday,3
Fatal,North East,Darkness - no lighting,Fine,April,Saturday,1
Serious,North East,Daylight,Fine + high winds,January,Saturday,1
Serious,North East,Darkness - no lighting,Raining,April,Wednesday,1
Serious,North East,Darkness - lights lit,Fine,April,Wednesday,1
Slight,North East,Darkness - no lighting,Fine,April,Wednesday,1
Serious,North East,Darkness - no lighting,Fine,May,Friday,1
Serious,North East,Darkness - lights lit,Fine,May,Tuesday,1
Fatal,North East,Darkness - lights lit,Fine,May,Thursday,1
Serious,North East,Daylight,Raining,May,Monday,2
Fatal,North East,Darkness - no lighting,Fine,May,Sunday,1
Serious,North East,Daylight,Raining,May,Tuesday,1
Serious,North East,Darkness - lights lit,Fine,June,Wednesday,1
Slight,North East,Daylight,Fine + high winds,June,Friday,1
Fatal,North East,Darkness - no lighting,Fine,June,Friday,1
Slight,North East,Darkness - no lighting,Fine,June,Saturday,1
Fatal,North East,Daylight,Fine,June,Monday,1
Fatal,North East,Daylight,Fine,July,Saturday,2
Slight,North East,Darkness - lights lit,Fine,June,Thursday,1
Serious,North East,Daylight,Fine,July,Thursday,3
Slight,North East,Darkness - lights unlit,Fine,July,Saturday,1
Fatal,North East,Daylight,Fine,July,Thursday,1
Slight,North East,Daylight,Unknown,July,Friday,1
Serious,North East,Daylight,Raining,July,Monday,1
Slight,North East,Daylight,Other,July,Monday,1
Serious,North East,Darkness - lights lit,Fine,August,Wednesday,1
Fatal,North East,Daylight,Fine,August,Monday,1
Slight,North East,Darkness - lights lit,Raining,July,Saturday,1
Slight,North East,Daylight,Raining,August,Saturday,1
Serious,North East,Daylight,Raining,August,Saturday,1
Serious,North East,Darkness - lights lit,Fine,September,Sunday,1
Slight,North East,Darkness - lights lit,Raining,September,Tuesday,1
Slight,North East,Darkness - lights lit,Fine,September,Monday,1
Serious,North East,Darkness - lights lit,Fine,September,Monday,1
Serious,North East,Daylight,Fine + high winds,July,Sunday,1
Slight,North East,Daylight,Raining,September,Wednesday,1
Fatal,North East,Darkness - no lighting,Fine,October,Tuesday,1
Slight,North East,Daylight,Other,October,Monday,1
Slight,North East,Darkness - lights unlit,Fine,October,Monday,1
Slight,North East,Darkness - no lighting,Fine,October,Monday,1
Serious,North East,Daylight,Fine,October,Wednesday,4
Serious,North East,Darkness - lights lit,Fine,October,Friday,5
Serious,North East,Darkness - no lighting,Fine,November,Friday,1
Serious,North East,Darkness - no lighting,Fine,November,Monday,2
Serious,North East,Darkness - no lighting,Fine,September,Wednesday,1
Slight,North East,Darkness - lights lit,Other,November,Wednesday,1
Slight,North East,Darkness - no lighting,Raining,November,Thursday,1
Serious,North East,Darkness - lights lit,Raining,November,Thursday,2
Fatal,North East,Darkness - lights lit,Raining,November,Tuesday,1
Serious,North East,Darkness - lights lit,Fine,November,Tuesday,2
Slight,North East,Daylight,Fog or mist,November,Monday,4
Slight,North East,Darkness - lights unlit,Fog or mist,November,Saturday,1
Serious,North East,Darkness - no lighting,Fine,November,Saturday,1
Serious,North East,Daylight,Fog or mist,November,Monday,1
Serious,North East,Darkness - lights lit,Fog or mist,November,Tuesday,1
Slight,North East,Darkness - no lighting,Fine,December,Sunday,2
Serious,North East,Darkness - lights lit,Raining,December,Sunday,1
Serious,North East,Darkness - no lighting,Fine,December,Wednesday,1
Fatal,North East,Daylight,Fine,December,Thursday,1
Fatal,North East,Darkness - lights lit,Fine,December,Tuesday,1
Serious,North East,Darkness - lights lit,Snowing,December,Thursday,1
Slight,North East,Daylight,Fog or mist,December,Tuesday,1
Slight,North East,Darkness - lights lit,Unknown,December,Thursday,1
Serious,North East,Daylight,Other,December,Monday,1
Serious,North East,Darkness - lights lit,Raining,January,Sunday,1
Fatal,North East,Daylight,Fine,January,Tuesday,1
Serious,North East,Darkness - no lighting,Fine,January,Monday,2
Slight,North East,Darkness - lights lit,Fine,May,Thursday,2
Slight,North East,Darkness - lights lit,Fine,May,Sunday,1
Serious,North East,Darkness - lights lit,Fine,July,Monday,1
Fatal,North East,Darkness - lights lit,Raining,September,Tuesday,1
Fatal,North East,Darkness - no lighting,Fine,October,Wednesday,1
Serious,North East,Darkness - lights lit,Fine,October,Wednesday,1
Serious,North East,Darkness - lights lit,Fine,March,Wednesday,1
Serious,North East,Darkness - lights lit,Raining,May,Monday,1
Serious,North East,Darkness - lights unlit,Fine,June,Thursday,1
Fatal,North East,Darkness - lights lit,Fine,June,Sunday,1
Serious,North East,Darkness - no lighting,Raining,November,Tuesday,1
Fatal,North East,Darkness - lights lit,Fine,December,Friday,1
Slight,North East,Darkness - lights unlit,Fine,October,Tuesday,1
Slight,North East,Darkness - lights lit,Fine + high winds,February,Saturday,1
Serious,North East,Daylight,Raining,March,Monday,1
Fatal,North East,Darkness - lights lit,Fine,October,Wednesday,1
Serious,North East,Darkness - no lighting,Fine,May,Sunday,1
Slight,North East,Darkness - no lighting,Fine,September,Thursday,1
Slight,North East,Darkness - no lighting,Fine,September,Sunday,1
Serious,North East,Daylight,Fine,November,Monday,2
Slight,North East,Daylight,Fine + high winds,January,Friday,1
Slight,North East,Darkness - lights lit,Raining,February,Tuesday,1
Slight,North East,Darkness - lights lit,Raining,February,Thursday,1
Slight,North East,Darkness - lights lit,Raining,February,Wednesday,1
Fatal,North East,Darkness - lights lit,Raining,March,Tuesday,1
Slight,North East,Daylight,Raining,April,Thursday,1
Serious,North East,Darkness - lights lit,Raining,April,Monday,1
Serious,North East,Darkness - lights lit,Fine,May,Thursday,1
Serious,North East,Darkness - no lighting,Raining,September,Sunday,1
Slight,North East,Daylight,Raining,August,Thursday,1
Serious,North East,Darkness - lights lit,Raining,October,Sunday,2
Slight,North East,Daylight,Raining,October,Saturday,1
Serious,North East,Darkness - lights lit,Fine,November,Thursday,2
Serious,North East,Darkness - lights lit,Fine,November,Saturday,2
Serious,North East,Daylight,Raining,December,Tuesday,1
Serious,North East,Darkness - lights lit,Fine,July,Wednesday,1
Serious,North East,Darkness - lights lit,Fine,September,Thursday,2
Slight,North East,Darkness - lights lit,Raining,February,Monday,1
Slight,North East,Darkness - lights lit,Fine,March,Wednesday,1
Slight,North East,Daylight,Snowing + high winds,April,Friday,1
Serious,North East,Darkness - lights lit,Raining,March,Thursday,1
Slight,North East,Darkness - lights lit,Fine,June,Friday,1
Serious,North East,Darkness - no lighting,Fine,July,Thursday,1
Slight,North East,Darkness - lights lit,Raining,October,Tuesday,1
Fatal,North East,Daylight,Fine,November,Friday,1
Serious,North East,Darkness - lights lit,Fine,December,Friday,1
Slight,North East,Darkness - no lighting,Raining,December,Monday,1
Fatal,North East,Daylight,Fine,July,Sunday,1
Slight,North East,Daylight,Raining,September,Tuesday,1
Slight,North East,Daylight,Raining heavily,September,Friday,1
Slight,North East,Darkness - lights lit,Fine,May,Tuesday,1
Serious,North East,Daylight,Raining,October,Monday,1
Slight,North West,Darkness - lights lit,Fine,January,Saturday,26
Slight,North West,Darkness - no lighting,Fine,January,Tuesday,4
Slight,North West,Darkness - no lighting,Snowing + high winds,January,Thursday,2
Slight,North West,Daylight,Fine,January,Thursday,44
Slight,North West,Darkness - no lighting,Raining,January,Friday,2
Serious,North West,Darkness - lights lit,Fine,January,Friday,13
Slight,North West,Darkness - lights lit,Fine,January,Friday,25
Slight,North West,Daylight,Fine,January,Saturday,39
Serious,North West,Daylight,Fine,January,Tuesday,19
Serious,North West,Darkness - no lighting,Fine,January,Thursday,2
Slight,North West,Darkness - no lighting,Fine,January,Friday,4
Serious,North West,Darkness - no lighting,Raining,January,Sunday,1
Serious,North West,Darkness - no lighting,Fine,February,Wednesday,1
Slight,North West,Darkness - lights lit,Fine,February,Monday,16
Slight,North West,Daylight,Fine,February,Tuesday,41
Slight,North West,Darkness - no lighting,Fine,February,Wednesday,4
Slight,North West,Daylight,Fine,January,Wednesday,53
Slight,North West,Darkness - no lighting,Fine,February,Friday,3
Slight,North West,Daylight,Fine,January,Sunday,22
Serious,North West,Daylight,Raining,February,Saturday,3
Slight,North West,Darkness - lights lit,Fine,January,Tuesday,24
Slight,North West,Daylight,Unknown,January,Friday,5
Slight,North West,Daylight,Raining heavily,February,Friday,5
Slight,North West,Darkness - lights lit,Unknown,January,Saturday,1
Serious,North West,Daylight,Fine,January,Monday,10
Slight,North West,Daylight,Fine,January,Tuesday,36
Slight,North West,Daylight,Fine,February,Saturday,24
Slight,North West,Darkness - no lighting,Raining heavily,February,Saturday,2
Serious,North West,Daylight,Fine,January,Saturday,9
